Brand,Year,Exterior color,Interior color,Drivetrain,Fuel type,Capacity,Configuration,Valves,Accidents or damage,1-owner vehicle,Personal use only,MPG_min,MPG_max,MPG_mean,Mileage,Price
Mazda,2019,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,26.0,35.0,30.5,66815.0,21000.0
Toyota,2018,White,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,27.0,31.0,29.0,55651.0,22998.0
Maserati,2015,Metallic,Other,Rear-wheel Drive,Gasoline,4.7,V8,32.0,None reported,Yes,No,13.0,20.0,16.5,28400.0,50445.0
Lexus,2019,Other,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,18.0,27.0,22.5,5462.0,62695.0
Hyundai,2021,Other,Black,All-wheel Drive,Gasoline,3.8,V6,24.0,None reported,Yes,Yes,19.0,24.0,21.5,30984.0,39597.0
Chrysler,2005,Blue,Black,Rear-wheel Drive,Gasoline,3.2,V6,18.0,None reported,No,No,17.0,24.0,20.5,49373.0,17995.0
Chevrolet,2018,Blue,Black,Front-wheel Drive,Gasoline,1.4,I4,16.0,At least 1 accident or damage reported,No,Yes,25.0,34.0,29.5,51215.0,15483.0
BMW,2016,Silver/Gray,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,No,20.0,30.0,25.0,70530.0,23972.0
GMC,2020,Black,Black,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,18.0,25.0,21.5,31073.0,40303.0
Nissan,2014,White,Black,Rear-wheel Drive,Gasoline,3.7,V6,24.0,None reported,No,Yes,18.0,26.0,22.0,81764.0,23990.0
Chevrolet,2021,Black,Black,All-wheel Drive,Gasoline,1.3,I3,12.0,At least 1 accident or damage reported,Yes,Yes,26.0,30.0,28.0,33178.0,25495.0
Toyota,2020,Silver/Gray,Black,Four-wheel Drive,Gasoline,5.7,V8,32.0,None reported,Yes,Yes,13.0,17.0,15.0,26662.0,43900.0
Mercedes-Benz,2017,Blue,Other,All-wheel Drive,Gasoline,4.7,V8,32.0,At least 1 accident or damage reported,No,No,14.0,18.0,16.0,86180.0,35395.0
Audi,2011,White,Other,All-wheel Drive,Gasoline,3.2,V6,24.0,None reported,No,Yes,18.0,23.0,20.5,110262.0,9991.0
Toyota,2020,Blue,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,31.0,40.0,35.5,16405.0,24971.0
BMW,2021,White,Black,All-wheel Drive,Hybrid,2.0,I4,16.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,27817.0,39885.0
Nissan,2018,White,Silver/Gray,Rear-wheel Drive,Gasoline,4.0,V6,24.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,64273.0,29781.0
Lexus,2019,Other,Black,Front-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,No,22.0,27.23954849498328,24.61977424749164,34782.0,32595.0
Lincoln,2021,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,29.0,25.5,16409.0,34994.0
Mazda,2022,Black,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,29047.0,31601.0
BMW,2016,White,Brown,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,34.0,28.0,99558.0,18750.0
BMW,2019,White,Black,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,20.0,25.0,22.5,32224.0,58795.0
Chevrolet,2020,Black,Black,Rear-wheel Drive,Gasoline,5.3,V8,16.0,None reported,Yes,Yes,15.0,22.0,18.5,42933.0,44995.0
Dodge,2012,Red,Black,Rear-wheel Drive,Gasoline,6.4,V8,16.0,None reported,No,Yes,14.0,23.0,18.5,35743.0,32999.0
Ford,2017,Red,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,16.0,24.0,20.0,8418.0,34500.0
Mercedes-Benz,2020,White,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,Yes,13.0,17.0,15.0,20250.0,152638.0
Mazda,2020,White,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,At least 1 accident or damage reported,Yes,Yes,24.0,30.0,27.0,37755.0,25937.0
Mercedes-Benz,2020,Blue,Other,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,24.0,35.0,29.5,18996.0,34000.0
RAM,2019,Silver/Gray,Black,Four-wheel Drive,Gasoline,5.7,V8,16.0,None reported,No,No,19.0,24.0,21.5,64075.0,36433.0
Mercedes-Benz,2020,Other,Brown,Rear-wheel Drive,Gasoline,6.0,V12,36.0,None reported,Yes,No,13.0,21.0,17.0,33193.0,134742.0
Mercedes-Benz,2021,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.0,29.0,24.5,17885.0,56223.0
Toyota,2017,Other,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,21.0,27.0,24.0,99789.0,24713.0
INFINITI,2017,Other,Brown,All-wheel Drive,Gasoline,5.6,V8,32.0,At least 1 accident or damage reported,Yes,Yes,13.0,19.0,16.0,54126.0,34988.0
Dodge,2008,Orange,Silver/Gray,Rear-wheel Drive,Gasoline,6.1,V8,16.0,None reported,Yes,No,13.0,18.0,15.5,4748.0,35999.0
Hyundai,2022,Blue,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,26.0,33.0,29.5,13649.0,28500.0
Lexus,2022,Red,Other,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,17.0,27.0,22.0,14368.0,79998.0
Ford,2018,Brown,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,16.0,21.0,18.5,56932.0,45961.0
Hyundai,2023,White,Silver/Gray,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,3529.0,30988.0
Mercedes-Benz,2018,White,Other,All-wheel Drive,Gasoline,4.7,V8,32.0,None reported,Yes,Yes,14.0,19.0,16.5,52980.0,49450.0
Mercedes-Benz,2017,Silver/Gray,Black,Rear-wheel Drive,Gasoline,4.7,V8,32.0,None reported,No,Yes,18.0,26.0,22.0,56806.0,44992.0
Buick,2018,White,Other,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,17.0,25.0,21.0,82045.0,28534.0
Lexus,2018,Other,Other,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,19.0,30.0,24.5,29475.0,55900.0
Ford,2018,White,Other,Front-wheel Drive,Hybrid,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,43.0,41.0,42.0,54168.0,19995.0
Audi,2012,Blue,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,21.0,29.0,25.0,108055.0,12355.0
Nissan,2021,Black,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,29.0,39.0,34.0,44317.0,19193.0
Buick,2020,Red,Black,Front-wheel Drive,Gasoline,1.2,I3,12.0,None reported,Yes,Yes,26.0,30.0,28.0,21883.0,25645.0
INFINITI,2021,Other,Other,Four-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,Yes,13.0,19.0,16.0,60875.0,37724.0
Jeep,2022,Black,Black,Four-wheel Drive,Gasoline,5.7,V8,16.0,None reported,Yes,Yes,15.0,20.0,17.5,20210.0,75000.0
Honda,2022,Red,Other,All-wheel Drive,Gasoline,1.8,I4,16.0,None reported,No,No,26.0,31.0,28.5,15916.0,26168.0
Cadillac,2021,White,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,19.0,26.0,22.5,21855.0,45025.0
Genesis,2022,Silver/Gray,Other,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,17.0,26.0,21.5,20609.0,64995.0
GMC,2016,White,Black,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,14.0,20.0,17.0,102397.0,32995.0
Ford,2018,Metallic,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,17.0,24.0,20.5,91991.0,37500.0
Jaguar,2001,Black,Other,Rear-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,17.0,24.0,20.5,70021.0,11995.0
Genesis,2020,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.0,27.0,23.5,51060.0,24990.0
Ford,2013,Blue,Black,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,11.0,16.0,13.5,66135.0,47900.0
Nissan,2019,Silver/Gray,Other,All-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,No,13.0,18.0,15.5,36217.0,38395.0
Lexus,2018,Black,Black,Four-wheel Drive,Gasoline,4.6,V8,32.0,None reported,No,No,15.0,18.0,16.5,57526.0,37988.0
Ford,2015,White,Black,Front-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,44.0,41.0,42.5,85885.0,13988.0
Honda,2023,Silver/Gray,Silver/Gray,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,9894.0,30998.0
Volkswagen,2023,Silver/Gray,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,6521.0,42083.0
Toyota,2022,Silver/Gray,Brown,Four-wheel Drive,Hybrid,3.5,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2192.0,70902.0
Mazda,2014,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,46231.0,14788.0
BMW,2018,Black,Other,All-wheel Drive,Diesel,3.0,I6,24.0,None reported,No,No,23.0,29.0,26.0,67237.0,34900.0
BMW,2022,Silver/Gray,Black,All-wheel Drive,Hybrid,2.0,I4,16.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,21192.0,48998.0
GMC,2019,Metallic,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,17.0,24.0,20.5,28205.0,39999.0
BMW,2016,Black,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,23.0,34.0,28.5,43342.0,22900.0
Toyota,2021,White,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,18.0,22.0,20.0,51924.0,37453.0
Toyota,2015,Metallic,Black,Front-wheel Drive,Hybrid,1.8,I4,16.0,None reported,Yes,Yes,44.0,40.0,42.0,63345.0,19987.0
Land Rover,2015,White,Black,Four-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,No,17.0,24.0,20.5,71415.0,18995.0
Mercedes-Benz,2021,Black,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,24.0,33.0,28.5,34513.0,37930.0
Lincoln,2020,White,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,29.0,25.5,51020.0,35000.0
Mercedes-Benz,2016,Blue,Black,Rear-wheel Drive,Gasoline,6.0,V12,36.0,None reported,Yes,No,13.0,20.0,16.5,15255.0,79990.0
Nissan,2022,Other,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,21.0,26.0,23.5,3833.0,41999.0
INFINITI,2015,Other,Other,Four-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,Yes,14.0,20.0,17.0,53546.0,29750.0
Nissan,2022,Metallic,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,21.0,27.0,24.0,31232.0,36988.0
Ford,2022,Blue,Black,Four-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,18.0,24.0,21.0,5427.0,51996.0
Chevrolet,1982,Blue,White,Rear-wheel Drive,Gasoline,5.0,V8,16.0,At least 1 accident or damage reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,55858.0,24993.0
Kia,2020,Blue,Black,Rear-wheel Drive,Gasoline,3.3,V6,24.0,None reported,No,Yes,17.0,25.0,21.0,37926.0,32995.0
Toyota,2022,Black,Other,Front-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,43.0,43.0,43.0,20115.0,41424.0
Toyota,2021,Black,Black,All-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,23692.0,43995.0
Mercedes-Benz,2020,White,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,31.0,27.0,58133.0,34999.0
Land Rover,2018,Silver/Gray,Black,Four-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,18.0,24.0,21.0,30344.0,43888.0
Ford,2020,Other,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,16.0,21.0,18.5,60886.0,50991.0
Buick,2016,Silver/Gray,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,No,15.0,22.0,18.5,58419.0,22998.0
GMC,2021,White,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,Yes,Yes,18.0,21.0,19.5,41450.0,40213.0
Hyundai,2022,Blue,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,16932.0,33500.0
Porsche,2020,Metallic,Black,All-wheel Drive,Gasoline,2.9,V6,24.0,None reported,No,Yes,18.0,22.0,20.0,45576.0,68906.0
Ford,2015,White,Other,Front-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,44.0,41.0,42.5,58897.0,15998.0
Kia,2023,Red,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,4850.0,25988.0
Maserati,2018,Other,Other,Rear-wheel Drive,Gasoline,4.7,V8,32.0,None reported,No,Yes,13.0,21.0,17.0,22514.0,57955.0
Mazda,2022,White,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,24.0,30.0,27.0,2760.0,31987.0
INFINITI,2007,Other,Other,Rear-wheel Drive,Gasoline,4.5,V8,32.0,At least 1 accident or damage reported,No,No,17.0,23.0,20.0,119606.0,8449.0
INFINITI,2009,Black,Other,Rear-wheel Drive,Gasoline,3.7,V6,24.0,At least 1 accident or damage reported,Yes,No,18.0,26.0,22.0,125839.0,9895.0
Mercedes-Benz,2020,White,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,19.0,26.0,22.5,22157.0,55995.0
Toyota,2022,Black,Black,All-wheel Drive,Hybrid,2.5,I4,16.0,None reported,Yes,No,40.0,37.0,38.5,10754.0,46994.0
Nissan,2015,Metallic,Other,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,27.0,38.0,32.5,81217.0,16998.0
Mercedes-Benz,2015,Red,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,26.0,38.0,32.0,106657.0,16995.0
GMC,2015,Silver/Gray,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,No,Yes,16.0,22.0,19.0,74076.0,28000.0
