Brand,Year,Exterior color,Interior color,Drivetrain,Fuel type,Capacity,Configuration,Valves,Accidents or damage,1-owner vehicle,Personal use only,MPG_min,MPG_max,MPG_mean,Mileage,Usage Intensity,Ownership History,Engine Power,Fuel Efficiency,Origin,Gallons Per Year,Price
BMW,2009,Blue,Other,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,No,17.0,26.0,21.5,73254.0,4883.6,Good,72.0,7.166666666666667,European,227.14418604651163,15997.0
Ford,2022,Red,Black,Four-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,15.0,16.0,15.5,1826.0,913.0,Good,72.0,5.166666666666667,American,58.903225806451616,103450.0
Audi,2017,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,19.0,25.0,22.0,65778.0,9396.857142857143,Potential Risk,72.0,7.333333333333333,European,427.12987012987014,24687.0
Dodge,2008,Blue,Silver/Gray,Rear-wheel Drive,Diesel,6.7,I6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,175800.0,10987.5,Good,160.8,3.569576535888884,American,459.4173445074934,22444.0
Nissan,2014,White,Other,Rear-wheel Drive,Gasoline,2.5,I4,16.0,At least 1 accident or damage reported,Yes,No,19.0,23.0,21.0,93040.0,9304.0,Potential Risk,40.0,8.4,Asian,443.0476190476191,14513.0
Volvo,2022,Silver/Gray,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,26.0,35.0,30.5,12500.0,6250.0,Good,32.0,15.25,European,204.91803278688525,32195.0
Chevrolet,2017,Black,Black,Rear-wheel Drive,Gasoline,6.2,V8,16.0,At least 1 accident or damage reported,Yes,No,14.0,22.0,18.0,105495.0,15070.714285714286,Potential Risk,99.2,2.903225806451613,American,837.2619047619047,39222.0
Audi,2021,White,Black,All-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,14732.0,4910.666666666667,Good,32.0,11.958081395227762,European,205.3283676688477,46481.0
INFINITI,2021,Blue,Other,Four-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,Yes,13.0,19.0,16.0,53895.0,17965.0,Good,179.2,2.857142857142857,Asian,1122.8125,49696.0
Lexus,2019,White,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,20.0,28.0,24.0,25441.0,5088.2,Good,84.0,6.857142857142857,Asian,212.00833333333335,38599.0
Lexus,2010,Other,Silver/Gray,All-wheel Drive,Hybrid,3.5,V6,24.0,None reported,Yes,No,30.0,28.0,29.0,93709.0,6693.5,Good,84.0,8.285714285714286,Asian,230.81034482758622,17880.0
Lexus,2015,White,Other,All-wheel Drive,Gasoline,4.6,V8,32.0,None reported,Yes,No,16.0,23.0,19.5,24911.0,2767.8888888888887,Good,147.2,4.239130434782609,Asian,141.94301994301995,36550.0
Lamborghini,2022,Other,Other,Rear-wheel Drive,Gasoline,5.2,V10,40.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,198.0,99.0,Good,208.0,4.5992620750876005,European,4.139460032422466,315990.0
Genesis,2022,Black,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,25.0,22.0,5201.0,2600.5,Good,84.0,6.285714285714286,Asian,118.20454545454545,57900.0
Land Rover,2023,Black,Black,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,5925.0,5925.0,Good,140.8,5.4354915432853455,British,247.74041103134456,158594.0
Ford,2018,White,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,15.0,18.0,16.5,83509.0,13918.166666666666,Good,84.0,4.714285714285714,American,843.5252525252525,50000.0
Kia,2016,Black,Black,Front-wheel Drive,Gasoline,3.3,V6,24.0,None reported,No,No,19.0,28.0,23.5,68549.0,8568.625,Potential Risk,79.19999999999999,7.121212121212122,Asian,364.6223404255319,18995.0
Toyota,2014,Black,Other,Four-wheel Drive,Gasoline,4.0,V6,24.0,At least 1 accident or damage reported,No,Yes,16.0,19.0,17.5,141005.0,14100.5,Bad,96.0,4.375,Asian,805.7428571428571,21887.0
Buick,2020,White,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,Yes,Yes,18.0,26.0,22.0,19949.0,4987.25,Potential Risk,86.4,6.111111111111111,American,226.6931818181818,35986.0
Buick,2011,Metallic,Other,Front-wheel Drive,Gasoline,2.4,I4,16.0,At least 1 accident or damage reported,No,Yes,19.0,30.0,24.5,133637.0,10279.76923076923,Bad,38.4,10.208333333333334,American,419.5824175824176,7500.0
GMC,2020,White,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,No,No,14.0,21.0,17.5,36218.0,9054.5,Potential Risk,84.8,3.30188679245283,American,517.4,43990.0
Mercedes-Benz,2022,Silver/Gray,Other,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2613.0,1306.5,Potential Risk,128.0,5.979040697613881,European,54.62832860969649,108900.0
Lexus,2013,Silver/Gray,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,Yes,18.0,24.0,21.0,75839.0,6894.454545454545,Bad,84.0,6.0,Asian,328.3073593073593,20750.0
Mercedes-Benz,2020,Silver/Gray,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,Yes,16.0,21.0,18.5,47131.0,11782.75,Good,128.0,4.625,European,636.9054054054054,81989.0
Toyota,2014,White,Other,Rear-wheel Drive,Gasoline,2.7,I4,16.0,At least 1 accident or damage reported,No,No,19.0,24.0,21.5,96455.0,9645.5,Bad,43.2,7.962962962962963,Asian,448.62790697674416,16194.0
Audi,2018,White,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.0,29.0,24.5,54145.0,9024.166666666666,Good,72.0,8.166666666666666,European,368.3333333333333,36496.0
Ford,2017,Silver/Gray,Black,Four-wheel Drive,Diesel,6.7,V8,32.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,42951.0,6135.857142857143,Potential Risk,214.4,3.569576535888884,American,256.55692330819244,62993.0
FIAT,2020,Black,Other,Rear-wheel Drive,Gasoline,1.4,I4,16.0,None reported,Yes,Yes,26.0,35.0,30.5,8817.0,2204.25,Good,22.4,21.78571428571429,European,72.27049180327869,31252.0
Chevrolet,2017,Silver/Gray,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,Yes,No,17.0,24.0,20.5,116868.0,16695.428571428572,Potential Risk,86.4,5.694444444444445,American,814.411149825784,24943.0
Lexus,2019,Black,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,22.0,27.23954849498328,24.61977424749164,46015.0,9203.0,Potential Risk,84.0,7.03422121356904,Asian,373.8052147629923,32997.0
Acura,2021,Other,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,27.0,24.0,10514.0,3504.6666666666665,Good,32.0,12.0,Asian,146.02777777777777,39164.0
Jeep,2020,White,Silver/Gray,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,No,22.0,31.0,26.5,67829.0,16957.25,Good,38.4,11.041666666666668,American,639.8962264150944,19750.0
BMW,2021,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,24.0,31.0,27.5,26118.0,8706.0,Good,32.0,13.75,European,316.58181818181816,32950.0
Honda,2023,White,Silver/Gray,All-wheel Drive,Gasoline,1.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,100.0,100.0,Good,24.0,15.944108526970348,Asian,4.1812727600226935,32991.0
Chevrolet,2022,Red,Red,Rear-wheel Drive,Gasoline,6.2,V8,16.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,2630.0,1315.0,Potential Risk,99.2,3.857445611363794,American,54.983736794298416,95500.0
Ford,2020,White,Black,Four-wheel Drive,Gasoline,5.0,V8,32.0,None reported,Yes,No,18.0,23.0,20.5,62832.0,15708.0,Good,160.0,4.1,American,766.2439024390244,38536.0
Mercedes-Benz,2021,Silver/Gray,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,9189.0,3063.0,Good,128.0,5.979040697613881,European,128.07238463949508,98944.0
BMW,2022,White,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,19.0,24.0,21.5,15086.0,7543.0,Good,72.0,7.166666666666667,European,350.83720930232556,75883.0
Ford,2008,Black,Black,Rear-wheel Drive,Gasoline,4.6,V8,24.0,None reported,Yes,No,15.0,23.0,19.0,94404.0,5900.25,Good,110.39999999999999,4.130434782608696,American,310.5394736842105,15499.0
INFINITI,2021,Other,Other,Rear-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,Yes,No,20.0,29.0,24.5,36938.0,12312.666666666666,Potential Risk,72.0,8.166666666666666,Asian,502.55782312925174,31500.0
Volvo,2019,Black,Other,All-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,11063.0,2212.6,Good,32.0,11.958081395227762,European,92.5148410882621,46995.0
BMW,2019,Black,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,25.0,34.0,29.5,31805.0,6361.0,Potential Risk,32.0,14.75,European,215.6271186440678,29482.0
RAM,2015,Blue,Black,Four-wheel Drive,Diesel,6.7,I6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,89435.0,9937.222222222223,Good,160.8,3.569576535888884,American,415.50236588069953,45430.0
GMC,2022,Black,Other,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,No,14.0,19.0,16.5,31047.0,15523.5,Good,99.2,2.661290322580645,American,940.8181818181819,78750.0
Nissan,2021,Red,Other,Four-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,No,15.0,21.0,18.0,20861.0,6953.666666666667,Good,179.2,3.2142857142857144,Asian,386.3148148148148,35993.0
Lexus,2015,Other,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,19.0,28.0,23.5,67310.0,7478.888888888889,Potential Risk,84.0,6.714285714285714,Asian,318.25059101654847,27224.0
INFINITI,2020,Other,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,19.0,27.0,23.0,48595.0,12148.75,Good,72.0,7.666666666666667,Asian,528.2065217391304,31795.0
Cadillac,2014,Silver/Gray,Black,Rear-wheel Drive,Gasoline,2.5,I4,16.0,At least 1 accident or damage reported,Yes,No,22.0,33.0,27.5,140497.0,14049.7,Potential Risk,40.0,11.0,American,510.8981818181818,9593.0
